record_type,employee_id,date_id,year,quarter,month,region_id,region_name,region_type,labor_market_code,department_id,department_name,role_id,job_role,job_level,role_family,occupation_group,role_criticality,age_band,gender,education_level,marital_status,distance_from_home_band,monthly_income,annualized_income,salary_band,years_at_company,years_in_current_role,years_since_last_promotion,overtime_flag,training_times_last_year,job_satisfaction,environment_satisfaction,work_life_balance,performance_rating,attrition_flag,estimated_replacement_cost,attrition_probability,risk_band,main_risk_driver,recommended_action,model_version,attrition_risk_rate_flag,unemployment_rate,wage_index,labor_demand_index,external_pressure_score,role_criticality_score,retention_priority_index
employee_month,832,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,3,Laboratory Technician,1,Healthcare,Healthcare Practitioners,medium,40-49,Male,4,Single,11+,5094,61128,Mid,1,0,0,0,6,3,1,3,3,0,48902.4,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,3.1,1.06,1.05,0.57,0.6,0.366
employee_month,833,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,5,Manufacturing Director,1,,,,30-39,Female,3,Single,0-5,6877,82524,High,0,0,0,1,4,4,3,2,4,0,66019.2,0.55,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1,0,3.3333333333333335,1.0633333333333335,1.0466666666666666,0.5433333333333333,0.6,0.558
employee_month,834,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,7,Research Scientist,1,Technology,Computer and Mathematical,high,40-49,Female,3,Single,0-5,2274,27288,Low,1,0,0,0,3,3,2,3,3,0,32745.6,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,2.7,1.1,1.08,0.44,1.0,0.457
employee_month,836,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,5,Manufacturing Director,1,,,,40-49,Male,3,Married,11+,4434,53208,Low,9,8,7,0,3,2,2,2,3,0,42566.4,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1,0,3.3333333333333335,1.0633333333333335,1.0466666666666666,0.5433333333333333,0.6,0.583
employee_month,837,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,1,Healthcare Representative,1,,,,30-39,Male,3,Divorced,11+,6288,75456,Mid,4,3,1,0,3,1,1,2,3,0,60364.8,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,3.3333333333333335,1.0633333333333335,1.0466666666666666,0.5433333333333333,0.6,0.458
employee_month,838,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,7,Research Scientist,1,Technology,Computer and Mathematical,high,30-39,Female,4,Single,11+,2553,30636,Low,5,2,1,0,3,4,3,3,3,0,36763.2,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,2.7,1.1,1.08,0.44,1.0,0.457
employee_month,840,202401,2024,1,1,us_national,United States,country,US,3,Sales,8,Sales Executive,1,Sales,Sales Occupations,high,40-49,Female,3,Married,11+,7654,91848,High,9,8,7,0,3,4,3,4,3,1,110217.6,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1,0,4.2,1.03,1.01,0.62,1.0,0.536
employee_month,842,202401,2024,1,1,us_national,United States,country,US,3,Sales,8,Sales Executive,1,Sales,Sales Occupations,high,50+,Male,1,Single,0-5,5160,61920,Mid,9,7,7,0,3,4,3,2,3,1,74304.0,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1,0,4.2,1.03,1.01,0.62,1.0,0.636
employee_month,843,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,6,Research Director,1,,,,40-49,Male,2,Married,11+,17159,205908,High,4,1,1,0,3,1,2,3,4,0,164726.4,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,3.3333333333333335,1.0633333333333335,1.0466666666666666,0.5433333333333333,0.6,0.358
employee_month,844,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,6,Research Director,1,,,,18-29,Male,1,Divorced,0-5,12808,153696,High,9,8,0,1,3,4,3,3,3,0,122956.8,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,3.3333333333333335,1.0633333333333335,1.0466666666666666,0.5433333333333333,0.6,0.458
employee_month,845,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,5,Manufacturing Director,1,,,,30-39,Male,3,Single,6-10,10221,122652,High,8,5,1,0,3,3,3,4,4,0,98121.6,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,3.3333333333333335,1.0633333333333335,1.0466666666666666,0.5433333333333333,0.6,0.358
employee_month,846,202401,2024,1,1,us_national,United States,country,US,3,Sales,8,Sales Executive,1,Sales,Sales Occupations,high,18-29,Female,4,Married,0-5,4779,57348,Mid,8,7,7,1,2,2,2,3,4,0,68817.6,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1,0,4.2,1.03,1.01,0.62,1.0,0.686
employee_month,847,202401,2024,1,1,us_national,United States,country,US,1,Human Resources,2,Human Resources,1,,,,30-39,Male,2,Married,0-5,3737,44844,Low,3,2,0,0,1,4,3,1,3,0,35875.2,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,3.3333333333333335,1.0633333333333335,1.0466666666666666,0.5433333333333333,0.6,0.508
employee_month,848,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,7,Research Scientist,1,Technology,Computer and Mathematical,high,18-29,Female,2,Married,0-5,2366,28392,Low,8,7,1,1,2,3,3,3,3,1,34070.4,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,2.7,1.1,1.08,0.44,1.0,0.557
employee_month,850,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,7,Research Scientist,1,Technology,Computer and Mathematical,high,18-29,Male,3,Married,0-5,1706,20472,Low,0,0,0,0,6,4,4,2,3,0,24566.4,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,2.7,1.1,1.08,0.44,1.0,0.557
employee_month,851,202401,2024,1,1,us_national,United States,country,US,3,Sales,4,Manager,1,,,,50+,Female,4,Married,11+,16307,195684,High,20,6,4,0,2,3,1,2,3,0,156547.2,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1,0,3.3333333333333335,1.0633333333333335,1.0466666666666666,0.5433333333333333,0.6,0.533
employee_month,852,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,1,Healthcare Representative,1,,,,40-49,Male,3,Single,0-5,5933,71196,Mid,5,2,2,0,2,2,4,2,3,0,56956.8,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,3.3333333333333335,1.0633333333333335,1.0466666666666666,0.5433333333333333,0.6,0.458
employee_month,854,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,7,Research Scientist,1,Technology,Computer and Mathematical,high,18-29,Male,1,Single,0-5,3424,41088,Low,4,3,0,0,3,1,1,2,3,0,49305.6,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,2.7,1.1,1.08,0.44,1.0,0.557
employee_month,855,202401,2024,1,1,us_national,United States,country,US,3,Sales,8,Sales Executive,1,Sales,Sales Occupations,high,30-39,Male,3,Divorced,0-5,4037,48444,Low,9,8,0,0,5,1,1,3,4,0,58132.8,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,4.2,1.03,1.01,0.62,1.0,0.511
employee_month,856,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,7,Research Scientist,1,Technology,Computer and Mathematical,high,30-39,Female,1,Single,11+,2559,30708,Low,6,5,1,0,3,1,3,2,3,0,36849.6,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,2.7,1.1,1.08,0.44,1.0,0.557
employee_month,857,202401,2024,1,1,us_national,United States,country,US,3,Sales,8,Sales Executive,1,Sales,Sales Occupations,high,30-39,Male,2,Married,0-5,6201,74412,Mid,18,14,4,1,1,4,2,2,3,0,89294.4,0.7,High Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1,1,4.2,1.03,1.01,0.62,1.0,0.736
employee_month,859,202401,2024,1,1,us_national,United States,country,US,3,Sales,8,Sales Executive,1,Sales,Sales Occupations,high,30-39,Male,4,Divorced,11+,4403,52836,Low,5,2,0,0,3,4,2,2,3,0,63403.2,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,4.2,1.03,1.01,0.62,1.0,0.611
employee_month,861,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,7,Research Scientist,1,Technology,Computer and Mathematical,high,30-39,Male,4,Divorced,0-5,3761,45132,Low,5,4,0,0,3,4,2,2,3,0,54158.4,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,2.7,1.1,1.08,0.44,1.0,0.557
employee_month,862,202401,2024,1,1,us_national,United States,country,US,3,Sales,8,Sales Executive,1,Sales,Sales Occupations,high,50+,Female,2,Married,6-10,10934,131208,High,5,2,0,1,3,4,1,3,3,0,157449.6,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,4.2,1.03,1.01,0.62,1.0,0.561
employee_month,864,202401,2024,1,1,us_national,United States,country,US,3,Sales,8,Sales Executive,1,Sales,Sales Occupations,high,40-49,Male,3,Divorced,6-10,10761,129132,High,5,4,0,1,2,1,4,3,3,0,154958.4,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,4.2,1.03,1.01,0.62,1.0,0.561
employee_month,865,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,7,Research Scientist,1,Technology,Computer and Mathematical,high,30-39,Female,2,Married,6-10,5175,62100,Mid,5,3,1,0,3,3,3,2,3,0,74520.0,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,2.7,1.1,1.08,0.44,1.0,0.507
employee_month,867,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,5,Manufacturing Director,1,,,,50+,Female,4,Married,11+,13826,165912,High,9,8,0,0,3,4,3,3,4,0,132729.6,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,3.3333333333333335,1.0633333333333335,1.0466666666666666,0.5433333333333333,0.6,0.358
employee_month,868,202401,2024,1,1,us_national,United States,country,US,3,Sales,8,Sales Executive,1,Sales,Sales Occupations,high,30-39,Male,4,Divorced,11+,6334,76008,Mid,1,0,0,0,2,3,4,3,3,0,91209.6,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,4.2,1.03,1.01,0.62,1.0,0.461
employee_month,869,202401,2024,1,1,us_national,United States,country,US,1,Human Resources,2,Human Resources,1,,,,18-29,Male,2,Divorced,6-10,4936,59232,Mid,5,1,0,0,6,4,2,3,3,0,47385.6,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,3.3333333333333335,1.0633333333333335,1.0466666666666666,0.5433333333333333,0.6,0.408
employee_month,872,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,5,Manufacturing Director,1,,,,18-29,Male,2,Married,0-5,4775,57300,Mid,2,2,2,0,2,4,4,1,4,0,45840.0,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,3.3333333333333335,1.0633333333333335,1.0466666666666666,0.5433333333333333,0.6,0.508
employee_month,874,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,3,Laboratory Technician,1,Healthcare,Healthcare Practitioners,medium,40-49,Male,4,Married,6-10,2818,33816,Low,3,2,0,1,2,4,1,2,4,0,27052.8,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1,0,3.1,1.06,1.05,0.57,0.6,0.616
employee_month,875,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,7,Research Scientist,1,Technology,Computer and Mathematical,high,40-49,Male,1,Single,0-5,2515,30180,Low,2,1,2,1,2,4,2,3,3,0,36216.0,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,2.7,1.1,1.08,0.44,1.0,0.557
employee_month,878,202401,2024,1,1,us_national,United States,country,US,1,Human Resources,2,Human Resources,1,,,,30-39,Male,3,Married,6-10,2342,28104,Low,5,4,0,0,3,1,1,3,4,0,22483.2,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,3.3333333333333335,1.0633333333333335,1.0466666666666666,0.5433333333333333,0.6,0.408
employee_month,879,202401,2024,1,1,us_national,United States,country,US,3,Sales,8,Sales Executive,1,Sales,Sales Occupations,high,18-29,Male,1,Married,0-5,4194,50328,Low,5,3,0,1,3,1,3,3,3,0,60393.6,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,4.2,1.03,1.01,0.62,1.0,0.611
employee_month,880,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,5,Manufacturing Director,1,,,,30-39,Female,3,Married,6-10,10685,128220,High,17,14,5,1,2,3,4,3,4,0,102576.0,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1,0,3.3333333333333335,1.0633333333333335,1.0466666666666666,0.5433333333333333,0.6,0.533
employee_month,881,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,7,Research Scientist,1,Technology,Computer and Mathematical,high,30-39,Female,4,Divorced,11+,2022,24264,Low,10,2,7,1,3,2,4,2,3,1,29116.8,0.8,High Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1,1,2.7,1.1,1.08,0.44,1.0,0.732
employee_month,882,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,3,Laboratory Technician,1,Healthcare,Healthcare Practitioners,medium,30-39,Male,3,Divorced,0-5,2314,27768,Low,3,0,0,0,2,4,4,3,3,0,22214.4,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,3.1,1.06,1.05,0.57,0.6,0.416
employee_month,885,202401,2024,1,1,us_national,United States,country,US,3,Sales,8,Sales Executive,1,Sales,Sales Occupations,high,18-29,Male,1,Married,0-5,4256,51072,Low,5,2,0,0,1,1,3,4,3,0,61286.4,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,4.2,1.03,1.01,0.62,1.0,0.511
employee_month,887,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,7,Research Scientist,1,Technology,Computer and Mathematical,high,40-49,Female,3,Married,0-5,3580,42960,Low,4,2,0,0,2,1,3,3,3,0,51552.0,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,2.7,1.1,1.08,0.44,1.0,0.457
employee_month,888,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,3,Laboratory Technician,1,Healthcare,Healthcare Practitioners,medium,18-29,Male,1,Married,0-5,3162,37944,Low,5,2,3,0,2,4,1,2,3,0,30355.2,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1,0,3.1,1.06,1.05,0.57,0.6,0.591
employee_month,889,202401,2024,1,1,us_national,United States,country,US,3,Sales,8,Sales Executive,1,Sales,Sales Occupations,high,30-39,Male,2,Married,0-5,6524,78288,High,10,8,5,0,3,2,2,3,3,0,93945.6,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1,0,4.2,1.03,1.01,0.62,1.0,0.536
employee_month,893,202401,2024,1,1,us_national,United States,country,US,3,Sales,9,Sales Representative,1,,,,30-39,Male,3,Married,6-10,2899,34788,Low,2,2,1,0,3,2,2,3,3,0,27830.4,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,3.3333333333333335,1.0633333333333335,1.0466666666666666,0.5433333333333333,0.6,0.408
employee_month,894,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,3,Laboratory Technician,1,Healthcare,Healthcare Practitioners,medium,40-49,Female,3,Married,0-5,5231,62772,Mid,5,3,1,1,1,4,3,2,3,0,50217.6,0.55,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1,0,3.1,1.06,1.05,0.57,0.6,0.566
employee_month,895,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,7,Research Scientist,1,Technology,Computer and Mathematical,high,30-39,Male,4,Married,11+,2356,28272,Low,6,4,0,1,2,4,4,3,3,0,33926.4,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,2.7,1.1,1.08,0.44,1.0,0.557
employee_month,896,202401,2024,1,1,us_national,United States,country,US,3,Sales,9,Sales Representative,1,,,,18-29,Female,3,Divorced,0-5,2800,33600,Low,3,2,0,1,3,3,2,3,3,1,26880.0,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,3.3333333333333335,1.0633333333333335,1.0466666666666666,0.5433333333333333,0.6,0.508
employee_month,897,202401,2024,1,1,us_national,United States,country,US,3,Sales,8,Sales Executive,1,Sales,Sales Occupations,high,50+,Male,3,Married,6-10,11836,142032,High,2,0,2,0,3,4,1,3,3,0,170438.4,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,4.2,1.03,1.01,0.62,1.0,0.461
employee_month,899,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,5,Manufacturing Director,1,,,,30-39,Male,3,Married,11+,10903,130836,High,13,10,4,0,2,2,4,3,3,0,104668.8,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1,0,3.3333333333333335,1.0633333333333335,1.0466666666666666,0.5433333333333333,0.6,0.433
employee_month,900,202401,2024,1,1,us_national,United States,country,US,3,Sales,9,Sales Representative,1,,,,30-39,Female,2,Married,11+,2973,35676,Low,5,4,0,0,3,4,3,3,3,0,28540.8,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,3.3333333333333335,1.0633333333333335,1.0466666666666666,0.5433333333333333,0.6,0.408
employee_month,901,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,6,Research Director,1,,,,50+,Female,4,Single,11+,14275,171300,High,12,9,3,0,0,4,4,3,3,0,137040.0,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1,0,3.3333333333333335,1.0633333333333335,1.0466666666666666,0.5433333333333333,0.6,0.433
employee_month,902,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,1,Healthcare Representative,1,,,,40-49,Female,3,Married,0-5,5562,66744,Mid,5,2,2,0,2,4,4,2,3,0,53395.2,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,3.3333333333333335,1.0633333333333335,1.0466666666666666,0.5433333333333333,0.6,0.458
employee_month,903,202401,2024,1,1,us_national,United States,country,US,3,Sales,8,Sales Executive,1,Sales,Sales Occupations,high,40-49,Female,2,Married,0-5,4537,54444,Mid,7,6,7,1,2,4,3,3,4,0,65332.8,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1,0,4.2,1.03,1.01,0.62,1.0,0.686
employee_month,904,202401,2024,1,1,us_national,United States,country,US,3,Sales,8,Sales Executive,1,Sales,Sales Occupations,high,30-39,Male,2,Single,11+,7642,91704,High,10,0,0,1,2,2,1,3,3,0,110044.8,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,4.2,1.03,1.01,0.62,1.0,0.561
employee_month,905,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,4,Manager,1,,,,50+,Male,4,Divorced,0-5,17924,215088,High,31,6,14,0,3,1,1,3,3,0,172070.4,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1,0,3.3333333333333335,1.0633333333333335,1.0466666666666666,0.5433333333333333,0.6,0.433
employee_month,909,202401,2024,1,1,us_national,United States,country,US,1,Human Resources,2,Human Resources,1,,,,30-39,Female,3,Married,0-5,5204,62448,Mid,5,4,0,0,2,4,4,3,3,0,49958.4,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,3.3333333333333335,1.0633333333333335,1.0466666666666666,0.5433333333333333,0.6,0.358
employee_month,910,202401,2024,1,1,us_national,United States,country,US,1,Human Resources,2,Human Resources,1,,,,30-39,Male,2,Divorced,0-5,2277,27324,Low,4,3,0,1,4,2,4,4,3,0,21859.2,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,3.3333333333333335,1.0633333333333335,1.0466666666666666,0.5433333333333333,0.6,0.508
employee_month,911,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,3,Laboratory Technician,1,Healthcare,Healthcare Practitioners,medium,30-39,Male,4,Single,11+,2795,33540,Low,1,0,0,1,2,4,1,1,4,1,26832.0,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1,0,3.1,1.06,1.05,0.57,0.6,0.616
employee_month,912,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,3,Laboratory Technician,1,Healthcare,Healthcare Practitioners,medium,18-29,Female,1,Divorced,6-10,2532,30384,Low,4,3,0,0,5,4,1,3,3,0,24307.2,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,3.1,1.06,1.05,0.57,0.6,0.416
employee_month,913,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,7,Research Scientist,1,Technology,Computer and Mathematical,high,40-49,Male,2,Married,6-10,2559,30708,Low,8,7,7,1,0,1,2,3,3,0,36849.6,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1,0,2.7,1.1,1.08,0.44,1.0,0.632
employee_month,916,202401,2024,1,1,us_national,United States,country,US,3,Sales,8,Sales Executive,1,Sales,Sales Occupations,high,18-29,Male,4,Single,0-5,4908,58896,Mid,4,2,0,0,3,4,1,3,3,0,70675.2,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,4.2,1.03,1.01,0.62,1.0,0.511
employee_month,918,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,3,Laboratory Technician,1,Healthcare,Healthcare Practitioners,medium,50+,Male,1,Divorced,0-5,2380,28560,Low,1,0,0,1,3,4,4,2,3,1,22848.0,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1,0,3.1,1.06,1.05,0.57,0.6,0.616
employee_month,920,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,5,Manufacturing Director,1,,,,40-49,Female,3,Divorced,6-10,4765,57180,Mid,1,0,0,0,2,2,1,4,4,0,45744.0,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,3.3333333333333335,1.0633333333333335,1.0466666666666666,0.5433333333333333,0.6,0.408
employee_month,922,202401,2024,1,1,us_national,United States,country,US,3,Sales,9,Sales Representative,1,,,,18-29,Female,3,Single,0-5,2044,24528,Low,2,2,0,0,3,3,3,2,3,1,19622.4,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,3.3333333333333335,1.0633333333333335,1.0466666666666666,0.5433333333333333,0.6,0.508
employee_month,923,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,7,Research Scientist,1,Technology,Computer and Mathematical,high,18-29,Female,1,Single,11+,2693,32316,Low,1,0,0,0,3,4,4,2,3,1,38779.2,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,2.7,1.1,1.08,0.44,1.0,0.557
employee_month,924,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,1,Healthcare Representative,1,,,,30-39,Male,1,Married,11+,6586,79032,High,16,8,4,1,2,4,3,2,3,0,63225.6,0.7,High Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1,1,3.3333333333333335,1.0633333333333335,1.0466666666666666,0.5433333333333333,0.6,0.633
employee_month,925,202401,2024,1,1,us_national,United States,country,US,3,Sales,9,Sales Representative,1,,,,40-49,Female,4,Single,0-5,3294,39528,Low,3,2,1,1,3,4,4,2,3,0,31622.4,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1,0,3.3333333333333335,1.0633333333333335,1.0466666666666666,0.5433333333333333,0.6,0.608
employee_month,926,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,5,Manufacturing Director,1,,,,18-29,Female,1,Married,0-5,4171,50052,Low,3,2,0,1,3,3,2,4,3,1,40041.6,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,3.3333333333333335,1.0633333333333335,1.0466666666666666,0.5433333333333333,0.6,0.508
employee_month,927,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,3,Laboratory Technician,1,Healthcare,Healthcare Practitioners,medium,40-49,Female,4,Divorced,0-5,2778,33336,Low,7,7,1,1,1,4,2,2,3,1,26668.8,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1,0,3.1,1.06,1.05,0.57,0.6,0.616
employee_month,930,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,7,Research Scientist,1,Technology,Computer and Mathematical,high,18-29,Female,3,Divorced,6-10,2377,28524,Low,2,2,2,0,2,3,3,3,3,0,34228.8,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,2.7,1.1,1.08,0.44,1.0,0.457
employee_month,932,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,3,Laboratory Technician,1,Healthcare,Healthcare Practitioners,medium,30-39,Male,3,Married,6-10,2404,28848,Low,2,2,2,1,2,1,4,1,4,1,23078.4,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1,0,3.1,1.06,1.05,0.57,0.6,0.616
employee_month,933,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,7,Research Scientist,1,Technology,Computer and Mathematical,high,18-29,Female,3,Single,0-5,2318,27816,Low,1,1,0,0,2,3,2,3,3,0,33379.2,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,2.7,1.1,1.08,0.44,1.0,0.457
employee_month,934,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,3,Laboratory Technician,1,Healthcare,Healthcare Practitioners,medium,30-39,Male,3,Divorced,6-10,2008,24096,Low,1,0,1,0,3,2,2,3,3,0,19276.8,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,3.1,1.06,1.05,0.57,0.6,0.416
employee_month,936,202401,2024,1,1,us_national,United States,country,US,3,Sales,8,Sales Executive,1,Sales,Sales Occupations,high,40-49,Female,2,Single,11+,6244,74928,Mid,5,4,0,0,6,3,3,3,3,0,89913.6,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,4.2,1.03,1.01,0.62,1.0,0.461
employee_month,939,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,7,Research Scientist,1,Technology,Computer and Mathematical,high,30-39,Male,4,Single,0-5,2799,33588,Low,3,2,0,1,1,1,3,3,3,0,40305.6,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,2.7,1.1,1.08,0.44,1.0,0.557
employee_month,940,202401,2024,1,1,us_national,United States,country,US,2,Research & Development,1,Healthcare Representative,1,,,,50+,Female,3,Divorced,0-5,10552,126624,High,6,0,0,1,3,2,3,3,3,0,101299.2,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1,0,3.3333333333333335,1.0633333333333335,1.0466666666666666,0.5433333333333333,0.6,0.458
employee_month,941,202401,2024,1,1,us_national,United States,country,US,3,Sales,9,Sales Representative,1,,,,30-39,Male,4,Married,6-10,2329,27948,Low,7,7,5,0,2,3,2,4,3,0,22358.4,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1,0,3.3333333333333335,1.0633333333333335,1.0466666666666666,0.5433333333333333,0.6,0.483
